; "SupportedThreads",40,"UsedThreads",40,"TotalMemory",540486615040,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1496259892,"CurrentTimeLocal","Wed May 31 21:44:52 2017","Hostname","r02n13"
; "Time_ContextCreate [ms]", 0.00035
; "Time_ContextDestroy [ms]", 3.9e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]"
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,8,5,"Success",0.000336,117.063674,111.325169,0.000157,0.001625,0.000602,0.000153,0.001326,228.393756,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,9,5,"Success",0.00035,116.253918,110.827852,0.000142,0.001679,0.000628,0.000154,0.000926,227.086284,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,10,5,"Success",0.00033,115.350913,108.499344,0.000203,0.00144,0.000627,0.0001,0.001358,223.854944,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,11,5,"Success",0.000308,113.565804,107.19968,0.000233,0.001518,0.000634,0.000132,0.001196,220.770239,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,0,6,"Warmup",0.000341,183.283579,176.982853,0.00036,0.018588,0.022492,0.002988,0.015193,360.327617,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,1,6,"Warmup",0.000271,184.426981,176.198934,0.000377,0.016623,0.021124,0.000892,0.018157,360.684281,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,2,6,"Success",0.000387,183.179074,177.078665,0.000443,0.015886,0.020938,0.003077,0.023822,360.322981,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,3,6,"Success",0.000346,183.26514,176.324245,0.000396,0.01654,0.021761,0.00268,0.01973,359.651735,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,4,6,"Success",0.000376,186.330368,175.4139,0.000447,0.017811,0.020967,0.004004,0.020206,361.808859,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,5,6,"Success",0.000309,182.16135,172.45925,0.000365,0.01803,0.022096,0.00267,0.017541,354.682599,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,6,6,"Success",0.000347,181.006769,173.903725,0.000408,0.017373,0.022477,0.003031,0.017023,354.972395,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,7,6,"Success",0.000402,182.127415,174.650392,0.000419,0.018677,0.019692,0.000895,0.023335,356.842037,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,8,6,"Success",0.000323,181.000269,173.386815,0.000439,0.014642,0.020838,0.002434,0.018016,354.444524,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,9,6,"Success",0.000294,191.43801,174.936501,0.000436,0.016339,0.020724,0.003415,0.017212,366.434296,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,10,6,"Success",0.000343,180.99068,173.953171,0.000368,0.01919,0.02338,0.003094,0.015053,355.006103,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,11,6,"Success",0.00031,181.151044,173.106518,0.000487,0.01688,0.020511,0.003486,0.021559,354.321517,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,0,7,"Warmup",0.000312,292.620571,276.502674,0.000417,0.016629,0.02319,0.000446,0.019852,569.185233,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,1,7,"Warmup",0.000339,293.081525,267.006541,0.000466,0.017227,0.021894,0.000347,0.020395,560.14975,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,2,7,"Success",0.00026,282.887481,273.432269,0.000485,0.019091,0.025872,0.00057,0.023852,556.390718,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,3,7,"Success",0.000398,283.109477,264.520353,0.000487,0.019363,0.020075,0.000504,0.019851,547.692367,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,4,7,"Success",0.000379,282.983073,267.625536,0.00054,0.025122,0.021557,0.003603,0.021593,550.682373,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,5,7,"Success",0.000308,291.394647,268.175418,0.000402,0.019139,0.024217,0.000309,0.022237,559.637431,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,6,7,"Success",0.000397,299.53414,703.823803,0.000479,0.019681,0.019106,0.000377,0.022652,1003.421462,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,7,7,"Success",0.000363,1555.211852,6501.61775,0.000769,0.01791,0.029115,0.000399,0.027195,8056.906543,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,8,7,"Success",0.000342,611.485481,270.751242,0.000466,0.016482,0.022069,0.000512,0.022129,882.299626,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,9,7,"Success",0.00032,285.891402,268.200507,0.000396,0.016141,0.022699,0.000321,0.023993,554.156585,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,10,7,"Success",0.00039,289.337359,267.429289,0.000467,0.019878,0.023074,0.000494,0.016589,556.82826,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,11,7,"Success",0.000331,284.74333,262.122099,0.000411,0.021182,0.023454,0.003712,0.02095,546.936104,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,0,8,"Warmup",0.000407,403.011538,386.912642,0.000618,0.022304,0.022456,0.000655,0.023859,789.995327,8192,0,8192
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,1,8,"Warmup",0.000278,418.99648,388.393514,0.000685,0.020306,0.028596,0.000435,0.023835,807.464932,8192,0,8192
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,2,8,"Success",0.000353,411.926122,395.40779,0.000656,0.018292,0.029413,0.001458,0.019217,807.404092,8192,0,8192
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,3,8,"Success",0.00029,417.777807,386.512006,0.000675,0.019572,0.024676,0.000358,0.020547,804.356719,8192,0,8192
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,4,8,"Success",0.000337,417.027752,399.187847,0.000712,0.018894,0.031813,0.001087,0.024163,816.294162,8192,0,8192
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,5,8,"Success",0.000281,418.694559,385.002866,0.000663,0.029186,0.021446,0.00042,0.02081,803.770955,8192,0,8192
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,6,8,"Success",0.000371,401.899917,401.530109,0.000819,0.020729,0.025964,0.000723,0.023715,803.503202,8192,0,8192
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,7,8,"Success",0.00031,415.27201,403.529195,0.00065,0.020975,0.024989,0.000387,0.025616,818.874894,8192,0,8192
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,8,8,"Success",0.000299,414.154898,387.966881,0.000706,0.025617,0.028051,0.00042,0.022315,802.200452,8192,0,8192
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,9,8,"Success",0.000287,410.992277,392.112591,0.000617,0.023957,0.028933,0.000429,0.018664,803.179245,8192,0,8192
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,10,8,"Success",0.000268,412.523105,384.126882,0.000712,0.022328,0.021061,0.000415,0.018107,796.713804,8192,0,8192
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,11,8,"Success",0.000297,408.712809,393.2735,0.000701,0.019746,0.03143,0.000375,0.020091,802.059657,8192,0,8192
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,0,9,"Warmup",0.000398,564.237478,544.228556,0.002829,0.024807,0.037695,0.006404,0.024914,1108.563911,16384,0,16384
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,1,9,"Warmup",0.000274,568.272538,548.904238,0.002475,0.025053,0.042004,0.00202,0.054145,1117.303654,16384,0,16384
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,2,9,"Success",0.000303,558.336038,542.448053,0.002565,0.025972,0.037334,0.005507,0.028859,1100.885332,16384,0,16384
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,3,9,"Success",0.0004,565.713727,530.697141,0.002614,0.02631,0.036142,0.003268,0.023586,1096.504366,16384,0,16384
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,4,9,"Success",0.000244,561.440184,551.04057,0.002614,0.028657,0.04855,0.002917,0.023412,1112.58787,16384,0,16384
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,5,9,"Success",0.000284,574.161565,543.092602,0.002756,0.022958,0.03971,0.005931,0.02809,1117.354709,16384,0,16384
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,6,9,"Success",0.000262,563.601888,545.353184,0.002592,0.023564,0.040758,0.003112,0.025379,1109.051915,16384,0,16384
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,7,9,"Success",0.000271,572.9253,551.524777,0.002764,0.022913,0.037288,0.003523,0.026902,1124.544714,16384,0,16384
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,8,9,"Success",0.00026,570.540801,543.423076,0.002558,0.027463,0.040722,0.003147,0.052327,1114.092133,16384,0,16384
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,9,9,"Success",0.000353,581.324494,543.641517,0.002444,0.026535,0.04122,0.002382,0.026612,1125.067155,16384,0,16384
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,10,9,"Success",0.000281,564.042569,551.070941,0.002523,0.026058,0.036881,0.002707,0.024367,1115.207171,16384,0,16384
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,11,9,"Success",0.000303,579.876504,538.282608,0.002557,0.024391,0.038653,0.00455,0.032556,1118.262849,16384,0,16384
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,0,10,"Warmup",0.000309,770.726793,730.461368,0.008478,0.041138,0.055194,0.006274,0.042788,1501.344035,32768,0,32768
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,1,10,"Warmup",0.000299,770.716128,722.869317,0.006644,0.034898,0.052323,0.006169,0.044578,1493.731176,32768,0,32768
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,2,10,"Success",0.000256,765.571656,755.101634,0.006719,0.04106,0.058658,0.005309,0.047796,1520.833906,32768,0,32768
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,3,10,"Success",0.000328,771.500287,734.998474,0.006278,0.067168,0.055443,0.00559,0.049163,1506.683613,32768,0,32768
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,4,10,"Success",0.000267,755.425493,736.522098,0.006243,0.048865,0.055812,0.005562,0.054092,1492.119268,32768,0,32768
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,5,10,"Success",0.000257,768.562637,743.137932,0.006138,0.042421,0.057417,0.005675,0.064838,1511.878611,32768,0,32768
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,6,10,"Success",0.000277,762.25091,731.388141,0.006368,0.044947,0.049788,0.005047,0.053129,1493.799405,32768,0,32768
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,7,10,"Success",0.000289,761.810515,749.394571,0.005809,0.039809,0.056485,0.005684,0.058912,1511.37283,32768,0,32768
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,8,10,"Success",0.00026,758.082911,740.215523,0.00616,0.036001,0.051201,0.008707,0.060191,1498.461726,32768,0,32768
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,9,10,"Success",0.000251,763.127594,745.09986,0.005895,0.041343,0.053004,0.006266,0.054318,1508.389298,32768,0,32768
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,10,10,"Success",0.00027,763.311382,736.666016,0.006173,0.039257,0.052314,0.006062,0.07104,1500.153231,32768,0,32768
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,11,10,"Success",0.000297,758.109317,744.344724,0.006212,0.035986,0.05565,0.004895,0.056126,1502.61404,32768,0,32768
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,0,11,"Warmup",0.000289,995.865674,962.558016,0.010543,0.057905,0.058002,0.010663,0.066671,1958.629312,65536,0,65536
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,1,11,"Warmup",0.000327,985.59569,952.024057,0.005975,0.052358,0.056482,0.011753,0.124498,1937.873378,65536,0,65536
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,2,11,"Success",0.003418,987.671161,964.392557,0.006117,0.057369,0.059687,0.010276,0.087301,1952.288755,65536,0,65536
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,3,11,"Success",0.000276,982.450086,975.335164,0.018089,0.262394,0.048438,0.011986,0.115098,1958.24229,65536,0,65536
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,4,11,"Success",0.000327,993.873678,968.775976,0.005901,0.056221,0.049994,0.009207,0.097453,1962.869588,65536,0,65536
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,5,11,"Success",0.000362,995.962101,962.685643,0.005936,0.058401,0.055978,0.012519,0.07306,1958.854875,65536,0,65536
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,6,11,"Success",0.000351,983.526738,965.706606,0.005639,0.052939,0.053651,0.009924,0.083758,1949.441086,65536,0,65536
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,7,11,"Success",0.000251,989.702021,987.140255,0.005764,0.056515,0.050907,0.013376,0.110918,1977.080889,65536,0,65536
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,8,11,"Success",0.000333,987.610298,975.880668,0.005888,0.053216,0.05648,0.012644,0.087841,1963.708397,65536,0,65536
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,9,11,"Success",0.000349,1014.306587,973.584565,0.005846,0.062132,0.05634,0.009913,0.092703,1988.119335,65536,0,65536
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,10,11,"Success",0.000292,996.150677,982.050812,0.005759,0.054191,0.050106,0.010236,0.067646,1978.390565,65536,0,65536
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,11,11,"Success",0.000358,981.234701,956.366217,0.006061,0.051295,0.051489,0.011286,0.048465,1937.771418,65536,0,65536
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,0,12,"Warmup",0.00038,1223.688314,1207.067568,0.012123,0.07237,0.065373,0.021381,0.232782,2431.16105,131072,0,131072
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,1,12,"Warmup",0.000308,1227.693984,1221.592854,0.012099,0.07497,0.064748,0.022149,0.203892,2449.665816,131072,0,131072
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,2,12,"Success",0.000335,1226.926573,1217.192666,0.012195,0.071151,0.069385,0.024798,0.220865,2444.518867,131072,0,131072
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,3,12,"Success",0.00041,1218.979478,1198.8373,0.012184,0.071601,0.064821,0.023944,0.22109,2418.211726,131072,0,131072
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,4,12,"Success",0.00033,1218.400027,1489.408659,0.012895,0.070224,0.069658,0.02226,0.228524,2708.213422,131072,0,131072
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,5,12,"Success",0.000478,1215.155278,1196.762285,0.012684,0.069973,0.068701,0.022464,0.176979,2412.269602,131072,0,131072
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,6,12,"Success",0.000414,1231.412025,1194.355387,0.01281,0.079945,0.066113,0.022633,0.24273,2426.193265,131072,0,131072
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,7,12,"Success",0.000486,1245.684154,1209.56212,0.012545,0.074539,0.060959,0.023149,0.199689,2455.618757,131072,0,131072
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,8,12,"Success",0.000403,1232.952812,1194.769661,0.012376,0.070196,0.067745,0.021767,0.214444,2428.110241,131072,0,131072
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,9,12,"Success",0.000335,1216.127695,1221.709672,0.012395,0.072796,0.060725,0.023909,0.213213,2438.221626,131072,0,131072
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,10,12,"Success",0.000372,1224.96995,1184.44132,0.012429,0.076711,0.064952,0.022862,0.235862,2409.825247,131072,0,131072
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,11,12,"Success",0.003516,1228.303512,1194.342528,0.012567,0.076253,0.074131,0.022087,0.216407,2423.051916,131072,0,131072
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,0,13,"Warmup",0.000452,1585.704663,1557.777134,0.046206,0.086368,0.076117,0.037938,0.219669,3143.949731,262144,0,262144
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,1,13,"Warmup",0.000428,1561.215225,1553.083722,0.0465,0.087399,0.076538,0.037752,0.167261,3114.716133,262144,0,262144
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,2,13,"Success",0.000463,1598.167831,1537.195306,0.04665,0.085154,0.081857,0.038581,0.220719,3135.837337,262144,0,262144
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,3,13,"Success",0.000322,1573.808568,1546.804803,0.047388,0.111207,0.076144,0.038167,0.185295,3121.07274,262144,0,262144
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,4,13,"Success",0.000431,1617.828454,1658.150673,0.046855,0.107774,0.082678,0.03849,0.161468,3276.41763,262144,0,262144
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,5,13,"Success",0.000305,1695.940383,1655.518762,0.047928,0.087898,0.079646,0.0411,0.242248,3351.959036,262144,0,262144
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,6,13,"Success",0.000521,1682.046709,1687.092338,0.046682,0.113273,0.07748,0.041576,0.182606,3369.601819,262144,0,262144
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,7,13,"Success",0.000381,1697.596985,1705.552524,0.045258,0.113953,0.083095,0.038488,0.242423,3403.673967,262144,0,262144
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,8,13,"Success",0.000366,1689.979168,1665.192838,0.047852,0.088867,0.078603,0.03876,0.189263,3355.616407,262144,0,262144
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,9,13,"Success",0.000444,1696.27426,1669.004254,0.047354,0.115062,0.083772,0.038823,0.175709,3365.740364,262144,0,262144
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,10,13,"Success",0.000348,1689.937683,1675.552445,0.046865,0.145087,0.082707,0.039571,0.169027,3365.974491,262144,0,262144
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,11,13,"Success",0.000411,1702.050461,1676.386557,0.048537,0.092394,0.082768,0.038895,0.256246,3378.957249,262144,0,262144
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,0,14,"Warmup",0.003194,2589.642222,2537.293062,0.094388,0.178559,0.108947,0.081009,0.369028,5127.7711,524288,0,524288
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,1,14,"Warmup",0.003114,2602.334992,2548.269512,0.09536,0.20041,0.102095,0.079864,0.177666,5151.264006,524288,0,524288
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,2,14,"Success",0.000307,2610.493083,2544.616542,0.09504,0.154712,0.107302,0.079945,0.273685,5155.821342,524288,0,524288
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,3,14,"Success",0.003234,2542.731125,2481.908505,0.094147,0.195087,0.109807,0.080911,0.172829,5025.296316,524288,0,524288
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,4,14,"Success",0.003304,2586.161471,2523.957783,0.094326,0.189125,0.114956,0.079754,0.164648,5110.766264,524288,0,524288
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,5,14,"Success",0.003308,2596.300616,2511.438775,0.093143,0.167236,0.106055,0.078677,0.302461,5108.491185,524288,0,524288
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,6,14,"Success",0.003187,2572.933294,2516.016269,0.093666,0.143998,0.104873,0.077995,0.271695,5089.645683,524288,0,524288
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,7,14,"Success",0.003238,2565.658187,2500.833663,0.092182,0.201535,0.108127,0.077769,0.266551,5067.242011,524288,0,524288
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,8,14,"Success",0.003422,2577.79981,2539.757184,0.091782,0.133441,0.110279,0.077198,0.175949,5118.149802,524288,0,524288
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,9,14,"Success",0.003616,2570.1763,2499.324444,0.092584,0.196166,0.110383,0.079235,0.246301,5070.229863,524288,0,524288
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,10,14,"Success",0.003326,2547.486345,2522.555889,0.182045,0.211622,0.110385,0.077692,0.256288,5070.884402,524288,0,524288
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,11,14,"Success",0.003362,2559.412608,2492.037379,0.090816,0.132602,0.118271,0.076846,0.321017,5052.193905,524288,0,524288
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,0,15,"Warmup",0.005705,2164.581382,2078.218357,0.149698,0.35151,0.250081,0.16874,0.299103,4244.02519,1048576,0,1048576
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,1,15,"Warmup",0.003397,2145.906535,2095.099255,0.118558,0.511754,0.238655,0.202762,0.467927,4242.549466,1048576,0,1048576
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,2,15,"Success",0.003822,2174.957809,2096.171725,0.112745,0.411702,0.228341,0.172906,0.235372,4272.29521,1048576,0,1048576
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,3,15,"Success",0.000351,2157.107886,2106.717331,0.123121,0.386859,0.243987,0.170226,0.396376,4265.1471,1048576,0,1048576
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,4,15,"Success",0.0004,2165.198763,2092.008567,0.115216,0.374188,0.256843,0.175645,0.408799,4258.539103,1048576,0,1048576
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,5,15,"Success",0.000398,2154.494741,2110.380504,0.115878,0.406674,0.290238,0.187222,0.207839,4266.084035,1048576,0,1048576
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,6,15,"Success",0.000392,2156.452593,2119.137666,0.14127,0.477455,0.251253,0.197609,0.411746,4277.070632,1048576,0,1048576
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,7,15,"Success",0.000311,2151.910678,2097.334722,0.118561,0.378778,0.23603,0.17062,0.218737,4250.369015,1048576,0,1048576
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,8,15,"Success",0.003754,2144.942626,2120.073183,0.118325,0.386577,0.244717,0.18995,0.234697,4266.194846,1048576,0,1048576
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,9,15,"Success",0.000405,2145.77844,2102.012101,0.129161,0.383055,0.232149,0.169975,0.228213,4248.93429,1048576,0,1048576
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,10,15,"Success",0.0004,2149.075026,2108.3615,0.1181,0.433476,0.241019,0.169805,0.439588,4258.839667,1048576,0,1048576
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,11,15,"Success",0.000352,2165.278382,2097.471087,0.148047,0.329789,0.251139,0.167076,0.253606,4263.900213,1048576,0,1048576
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,0,16,"Warmup",0.00393,4178.203913,4034.59013,0.290707,0.571002,0.448847,0.347329,0.465804,8214.922695,2097152,0,2097152
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,1,16,"Warmup",0.003767,4117.799589,4286.046297,0.283643,0.561295,0.460373,0.361254,0.288939,8405.805856,2097152,0,2097152
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,2,16,"Success",0.005145,4212.069455,4363.289648,0.284594,0.773892,0.426586,0.361867,0.554828,8577.766781,2097152,0,2097152
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,3,16,"Success",0.000404,4204.557816,4118.958212,0.350444,0.631021,0.471182,0.35981,0.685673,8326.01524,2097152,0,2097152
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,4,16,"Success",0.004381,4188.579911,4412.645823,0.435643,0.558918,0.453924,0.355575,0.975548,8604.010635,2097152,0,2097152
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,5,16,"Success",0.004572,4598.521929,4497.287884,0.31512,0.602332,0.462728,0.342308,0.341454,9097.879087,2097152,0,2097152
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,6,16,"Success",0.004008,4514.272501,4467.904775,1.91982,0.808534,0.447103,0.514471,0.773983,8986.645781,2097152,0,2097152
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,7,16,"Success",0.003496,4280.653941,4209.77215,0.302704,0.781276,0.638312,0.342649,0.603942,8493.099463,2097152,0,2097152
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,8,16,"Success",0.000347,4272.207306,4210.886546,0.313737,0.731502,0.454002,0.34884,0.240438,8485.183786,2097152,0,2097152
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,9,16,"Success",0.004009,4282.743391,4214.623061,0.303571,0.577273,0.451248,0.352422,0.736774,8499.792549,2097152,0,2097152
